1959,0,8,12,25,31,40,42   
1959,1,6,13,28,38,46,47   
1959,2,2,7,15,26,27,49   
1959,3,7,10,21,26,32,38   
1959,4,8,14,18,22,31,38   
1959,5,8,18,19,24,33,42   
1959,6,10,15,23,29,37,49   
1959,7,22,27,28,41,44,47   
1959,8,18,21,22,37,41,49   
1959,9,1,9,10,18,32,41   
1959,10,7,8,11,19,29,30   
1959,11,2,16,18,27,34,47   
1959,12,9,11,21,30,33,48   
1959,13,2,8,20,32,37,41   
1959,14,13,18,19,29,36,42   
1959,15,3,11,16,17,26,49   
1959,16,6,15,20,30,35,36   
1959,17,5,16,20,31,35,40   
1959,18,7,12,24,30,32,34   
1959,19,9,11,13,19,30,34   
1959,20,1,10,12,16,28,40   
1959,21,11,16,18,22,36,45   
1959,22,4,6,25,31,41,48   
1959,23,3,8,23,37,40,41   
1959,24,8,17,19,20,23,44   
1959,25,12,15,30,31,41,43   
1959,26,16,19,35,37,46,49   
1959,27,3,4,21,26,42,49   
1959,28,2,16,30,40,42,49   
1959,29,17,26,30,39,42,43   
1959,30,6,12,25,28,33,35   
1959,31,5,10,14,22,33,43   
1959,32,2,7,14,34,42,43   
1959,33,4,9,10,18,35,48   
1959,34,16,18,21,24,28,43   
1959,35,3,14,22,32,33,34   
1959,36,8,11,41,42,43,46   
1959,37,3,4,9,16,26,42   
1959,38,1,10,11,23,45,46   
1959,39,4,6,17,21,27,31   
1959,40,4,13,22,25,31,35   
1959,41,2,17,19,22,33,44   
1959,42,8,32,34,35,40,42   
1959,43,7,15,19,29,38,47   
1959,44,13,16,20,36,47,49   
1959,45,7,21,23,25,31,44   
1959,46,12,16,19,32,38,40   
1959,47,1,8,19,27,41,44   
1959,48,12,21,27,28,41,45   
1959,49,6,8,23,27,42,47   
1959,50,17,24,31,32,37,47   
1959,51,1,13,16,21,30,34   
1959,52,6,16,22,32,38,45   
1960,1,5,9,21,24,39,48   
1960,2,13,14,25,29,42,48   
1960,3,15,16,19,23,39,45   
1960,4,1,3,6,21,31,42   
1960,5,3,6,23,42,46,49   
1960,6,2,4,5,9,13,31   
1960,7,8,17,28,29,38,43   
1960,8,1,2,12,17,24,49   
1960,9,10,22,27,38,46,49   
1960,10,11,15,18,31,38,49   
1960,11,1,3,4,11,37,38   
1960,12,2,8,29,37,41,46   
1960,13,3,14,18,24,29,39   
1960,14,15,24,25,29,38,48   
1960,15,14,23,33,36,37,48   
1960,16,6,17,18,23,42,49   
1960,17,4,10,12,25,27,33   
1960,18,3,5,6,16,44,49   
1960,19,12,16,21,39,41,49   
1960,20,3,5,11,12,19,30   
1960,21,3,4,23,25,44,48   
1960,22,5,24,26,35,41,44   
1960,23,1,2,5,29,38,39   
1960,24,1,11,25,26,34,46   
1960,25,9,13,16,34,38,41   
1960,26,6,30,39,40,44,46   
1960,27,1,13,16,17,25,35   
1960,28,4,6,20,22,38,40   
1960,29,12,15,19,25,35,45   
1960,30,1,14,19,25,28,39   
1960,31,6,7,21,27,36,39   
1960,32,12,14,22,28,29,34   
1960,33,4,5,17,21,30,47   
1960,34,20,21,23,28,34,44   
1960,35,13,18,36,37,41,43   
1960,36,14,16,21,23,32,47   
1960,37,4,7,11,16,22,33   
1960,38,4,6,7,17,20,25   
1960,39,5,8,17,25,32,45   
1960,40,12,14,22,30,36,40   
1960,41,14,23,31,40,47,49   
1960,42,14,20,23,27,38,45   
1960,43,16,26,28,33,37,49   
1960,44,1,4,7,28,35,39   
1960,45,14,17,22,29,31,45   
1960,46,6,11,20,24,35,43   
1960,47,14,26,27,28,29,45   
1960,48,3,9,11,19,20,31   
1960,49,17,23,34,35,38,47   
1960,50,1,4,25,29,33,34   
1960,51,5,12,18,25,36,38   
1960,52,4,10,18,19,25,31   
1961,1,5,9,21,24,39,48   
1961,2,13,14,25,29,42,48   
1961,3,15,16,19,23,39,45   
1961,4,1,3,6,21,31,42   
1961,5,3,6,23,42,46,49   
1961,6,2,4,5,9,13,31   
1961,7,8,17,28,29,38,43   
1961,8,1,2,12,17,24,49   
1961,9,10,22,27,38,46,49   
1961,10,11,15,18,31,38,49   
1961,11,1,3,4,11,37,38   
1961,12,2,8,29,37,41,46   
1961,13,3,14,18,24,29,39   
1961,14,15,24,25,29,38,48   
1961,15,14,23,33,36,37,48   
1961,16,6,17,18,23,42,49   
1961,17,4,10,12,25,27,33   
1961,18,3,5,6,16,44,49   
1961,19,12,16,21,39,41,49   
1961,20,3,5,11,12,19,30   
1961,21,3,4,23,25,44,48   
1961,22,5,24,26,35,41,44   
1961,23,1,2,5,29,38,39   
1961,24,1,11,25,26,34,46   
1961,25,9,13,16,34,38,41   
1961,26,6,30,39,40,44,46   
1961,27,1,13,16,17,25,35   
1961,28,4,6,20,22,38,40   
1961,29,12,15,19,25,35,45   
1961,30,1,14,19,25,28,39   
1961,31,6,7,21,27,36,39   
1961,32,12,14,22,28,29,34   
1961,33,4,5,17,21,30,47   
1961,34,20,21,23,28,34,44   
1961,35,13,18,36,37,41,43   
1961,36,14,16,21,23,32,47   
1961,37,4,7,11,16,22,33   
1961,38,4,6,7,17,20,25   
1961,39,5,8,17,25,32,45   
1961,40,12,14,22,30,36,40   
1961,41,14,23,31,40,47,49   
1961,42,14,20,23,27,38,45   
1961,43,16,26,28,33,37,49   
1961,44,1,4,7,28,35,39   
1961,45,14,17,22,29,31,45   
1961,46,6,11,20,24,35,43   
1961,47,14,26,27,28,29,45   
1961,48,3,9,11,19,20,31   
1961,49,17,23,34,35,38,47   
1961,50,1,4,25,29,33,34   
1961,51,5,12,18,25,36,38   
1961,52,4,10,18,19,25,31   
1962,1,5,9,21,24,39,48   
1962,2,13,14,25,29,42,48   
1962,3,15,16,19,23,39,45   
1962,4,1,3,6,21,31,42   
1962,5,3,6,23,42,46,49   
1962,6,2,4,5,9,13,31   
1962,7,8,17,28,29,38,43   
1962,8,1,2,12,17,24,49   
1962,9,10,22,27,38,46,49   
1962,10,11,15,18,31,38,49   
1962,11,1,3,4,11,37,38   
1962,12,2,8,29,37,41,46   
1962,13,3,14,18,24,29,39   
1962,14,15,24,25,29,38,48   
1962,15,14,23,33,36,37,48   
1962,16,6,17,18,23,42,49   
1962,17,4,10,12,25,27,33   
1962,18,3,5,6,16,44,49   
1962,19,12,16,21,39,41,49   
1962,20,3,5,11,12,19,30   
1962,21,3,4,23,25,44,48   
1962,22,5,24,26,35,41,44   
1962,23,1,2,5,29,38,39   
1962,24,1,11,25,26,34,46   
1962,25,9,13,16,34,38,41   
1962,26,6,30,39,40,44,46   
1962,27,1,13,16,17,25,35   
1962,28,4,6,20,22,38,40   
1962,29,12,15,19,25,35,45   
1962,30,1,14,19,25,28,39   
1962,31,6,7,21,27,36,39   
1962,32,12,14,22,28,29,34   
1962,33,4,5,17,21,30,47   
1962,34,20,21,23,28,34,44   
1962,35,13,18,36,37,41,43   
1962,36,14,16,21,23,32,47   
1962,37,4,7,11,16,22,33   
1962,38,4,6,7,17,20,25   
1962,39,5,8,17,25,32,45   
1962,40,12,14,22,30,36,40   
1962,41,14,23,31,40,47,49   
1962,42,14,20,23,27,38,45   
1962,43,16,26,28,33,37,49   
1962,44,1,4,7,28,35,39   
1962,45,14,17,22,29,31,45   
1962,46,6,11,20,24,35,43   
1962,47,14,26,27,28,29,45   
1962,48,3,9,11,19,20,31   
1962,49,17,23,34,35,38,47   
1962,50,1,4,25,29,33,34   
1962,51,5,12,18,25,36,38   
1962,52,4,10,18,19,25,31   
1963,1,5,9,21,24,39,48   
1963,2,13,14,25,29,42,48   
1963,3,15,16,19,23,39,45   
1963,4,1,3,6,21,31,42   
1963,5,3,6,23,42,46,49   
1963,6,2,4,5,9,13,31   
1963,7,8,17,28,29,38,43   
1963,8,1,2,12,17,24,49   
1963,9,10,22,27,38,46,49   
1963,10,11,15,18,31,38,49   
1963,11,1,3,4,11,37,38   
1963,12,2,8,29,37,41,46   
1963,13,3,14,18,24,29,39   
1963,14,15,24,25,29,38,48   
1963,15,14,23,33,36,37,48   
1963,16,6,17,18,23,42,49   
1963,17,4,10,12,25,27,33   
1963,18,3,5,6,16,44,49   
1963,19,12,16,21,39,41,49   
1963,20,3,5,11,12,19,30   
1963,21,3,4,23,25,44,48   
1963,22,5,24,26,35,41,44   
1963,23,1,2,5,29,38,39   
1963,24,1,11,25,26,34,46   
1963,25,9,13,16,34,38,41   
1963,26,6,30,39,40,44,46   
1963,27,1,13,16,17,25,35   
1963,28,4,6,20,22,38,40   
1963,29,12,15,19,25,35,45   
1963,30,1,14,19,25,28,39   
1963,31,6,7,21,27,36,39   
1963,32,12,14,22,28,29,34   
1963,33,4,5,17,21,30,47   
1963,34,20,21,23,28,34,44   
1963,35,13,18,36,37,41,43   
1963,36,14,16,21,23,32,47   
1963,37,4,7,11,16,22,33   
1963,38,4,6,7,17,20,25   
1963,39,5,8,17,25,32,45   
1963,40,12,14,22,30,36,40   
1963,41,14,23,31,40,47,49   
1963,42,14,20,23,27,38,45   
1963,43,16,26,28,33,37,49   
1963,44,1,4,7,28,35,39   
1963,45,14,17,22,29,31,45   
1963,46,6,11,20,24,35,43   
1963,47,14,26,27,28,29,45   
1963,48,3,9,11,19,20,31   
1963,49,17,23,34,35,38,47   
1963,50,1,4,25,29,33,34   
1963,51,5,12,18,25,36,38   
1963,52,4,10,18,19,25,31   
1964,1,5,9,21,24,39,48   
1964,2,13,14,25,29,42,48   
1964,3,15,16,19,23,39,45   
1964,4,1,3,6,21,31,42   
1964,5,3,6,23,42,46,49   
1964,6,2,4,5,9,13,31   
1964,7,8,17,28,29,38,43   
1964,8,1,2,12,17,24,49   
1964,9,10,22,27,38,46,49   
1964,10,11,15,18,31,38,49   
1964,11,1,3,4,11,37,38   
1964,12,2,8,29,37,41,46   
1964,13,3,14,18,24,29,39   
1964,14,15,24,25,29,38,48   
1964,15,14,23,33,36,37,48   
1964,16,6,17,18,23,42,49   
1964,17,4,10,12,25,27,33   
1964,18,3,5,6,16,44,49   
1964,19,12,16,21,39,41,49   
1964,20,3,5,11,12,19,30   
1964,21,3,4,23,25,44,48   
1964,22,5,24,26,35,41,44   
1964,23,1,2,5,29,38,39   
1964,24,1,11,25,26,34,46   
1964,25,9,13,16,34,38,41   
1964,26,6,30,39,40,44,46   
1964,27,1,13,16,17,25,35   
1964,28,4,6,20,22,38,40   
1964,29,12,15,19,25,35,45   
1964,30,1,14,19,25,28,39   
1964,31,6,7,21,27,36,39   
1964,32,12,14,22,28,29,34   
